subject_name,course_name,language,absolute_course_url
Computer Science Courses,Introduction to Cybersecurity,English,https://www.classcentral.com/course/edx-introduction-to-cybersecurity-8651
Computer Science Courses,Aplicaciones de la Teoría de Grafos a la Vida Real I,English,https://www.classcentral.com/course/edx-aplicaciones-de-la-teoria-de-grafos-a-la-vida-real-i-3639
Engineering Courses,Noise Management and Control,English,https://www.classcentral.com/course/swayam-noise-management-and-control-14211
Social Sciences Courses,Parenting in the Digital Age,English,https://www.classcentral.com/course/canvas-network-parenting-in-the-digital-age-3674
Social Sciences Courses,Native People of Oklahoma,English,https://www.classcentral.com/course/janux-native-people-of-oklahoma-1581
Social Sciences Courses,Law and Justice,English,https://www.classcentral.com/course/janux-law-and-justice-2267
Social Sciences Courses,Solid Science: Research Methods,English,https://www.classcentral.com/course/solidsciencemethods-2231
Education & Teaching Courses,Early Childhood Care and Education (ECCE),English,https://www.classcentral.com/course/swayam-early-childhood-care-and-education-ecce-14020
Education & Teaching Courses,Education in Contemporary India,English,https://www.classcentral.com/course/swayam-education-in-contemporary-india-14024
Education & Teaching Courses,Educational Technology,English,https://www.classcentral.com/course/swayam-educational-technology-14026
Education & Teaching Courses,Prepare for Your SAP Business ByDesign Certification – Application Associate,English,https://www.classcentral.com/course/opensap-prepare-for-your-sap-business-bydesign-certification-application-associate-14430
Science Courses,Structural Analysis of Nanomaterials,English,https://www.classcentral.com/course/swayam-structural-analysis-of-nanomaterials-14310
Science Courses,Structural Geology,English,https://www.classcentral.com/course/swayam-structural-geology-14312
Science Courses,Organic Chemistry in Biology and Drug Development,English,https://www.classcentral.com/course/swayam-organic-chemistry-in-biology-and-drug-development-14220
Humanities Courses,Irish 102: An Introduction to Irish Language and Culture,English,https://www.classcentral.com/course/irish-language-2-10600
Computer Science Courses,Foundations of Machine Learning,English,https://www.classcentral.com/course/independent-foundations-of-machine-learning-13622
Computer Science Courses,Cybersecurity: The CISO's View,English,https://www.classcentral.com/course/edx-cybersecurity-the-ciso-s-view-8652
Computer Science Courses,Building a Cybersecurity Toolkit,English,https://www.classcentral.com/course/edx-building-a-cybersecurity-toolkit-8653
Engineering Courses,Numerical Methods for Engineers,English,https://www.classcentral.com/course/swayam-numerical-methods-for-engineers-14213
Engineering Courses,"Op-Amp Practical Applications: Design, Simulation and Implementation",English,https://www.classcentral.com/course/swayam-op-amp-practical-applications-design-simulation-and-implementation-14216
Social Sciences Courses,Bullying 101: Beyond common sense,English,https://www.classcentral.com/course/iversity-bullying-101-beyond-common-sense-3671
Social Sciences Courses,"Identity, Conflict and Public Space",English,https://www.classcentral.com/course/futurelearn-identity-conflict-and-public-space-1576
Education & Teaching Courses,การออกแบบการเรียนการสอนผ่านเว็บ,English,https://www.classcentral.com/course/thaimooc-----15049
Education & Teaching Courses,School Organization: Administration and Management,English,https://www.classcentral.com/course/swayam-school-organization-administration-and-management-14281
Education & Teaching Courses,ICT Skills in Education,English,https://www.classcentral.com/course/swayam-ict-skills-in-education-14115
Education & Teaching Courses,"Curriculum, Adaptation & Teaching Strategies for Visual Impaired",English,https://www.classcentral.com/course/swayam-curriculum-adaptation-teaching-strategies-for-visual-impaired-13976
Science Courses,Path Integral and functional methods in quantum field theory,English,https://www.classcentral.com/course/swayam-path-integral-and-functional-methods-in-quantum-field-theory-14227
Science Courses,Phase Equilibrium Thermodynamics,English,https://www.classcentral.com/course/swayam-phase-equilibrium-thermodynamics-14231
Science Courses,Introduction to Electromagnetic Theory,English,https://www.classcentral.com/course/swayam-introduction-to-electromagnetic-theory-14146
Computer Science Courses,Finding Your Cybersecurity Career Path,English,https://www.classcentral.com/course/edx-finding-your-cybersecurity-career-path-8654
Computer Science Courses,Quantum Machine Learning,English,https://www.classcentral.com/course/edx-quantum-machine-learning-12860
Computer Science Courses,Software Testing Fundamentals,English,https://www.classcentral.com/course/edx-software-testing-fundamentals-8179
Computer Science Courses,Enabling Technologies for Data Science and Analytics: The Internet of Things,English,https://www.classcentral.com/course/edx-enabling-technologies-for-data-science-and-analytics-the-internet-of-things-4911
Engineering Courses,Organic Farming for Sustainable Agricultural Production,English,https://www.classcentral.com/course/swayam-organic-farming-for-sustainable-agricultural-production-14222
Engineering Courses,Solid Mechanics,English,https://www.classcentral.com/course/swayam-solid-mechanics-14297
Engineering Courses,Spectroscopic Techniques for Pharmaceutical and Biopharmaceutical Industries,English,https://www.classcentral.com/course/swayam-spectroscopic-techniques-for-pharmaceutical-and-biopharmaceutical-industries-14301
Engineering Courses,Strength of Materials,English,https://www.classcentral.com/course/swayam-strength-of-materials-14308
Engineering Courses,Structural analysis-I,English,https://www.classcentral.com/course/swayam-structural-analysis-i-14313
Social Sciences Courses,Language and society,English,https://www.classcentral.com/course/swayam-language-and-society-3966
Social Sciences Courses,Principles of Macroeconomics,English,https://www.classcentral.com/course/macroeconomics-488
Social Sciences Courses,Social Enterprise Models,English,https://www.classcentral.com/course/novoed-social-enterprise-models-4377
Social Sciences Courses,Psychometrics MOOC,English,https://www.classcentral.com/course/independent-psychometrics-mooc-3845
Social Sciences Courses,Climate Change & Health for Policy-Makers,English,https://www.classcentral.com/course/iversity-climate-change-health-for-policy-makers-4373
Education & Teaching Courses,Educational leadership,English,https://www.classcentral.com/course/swayam-educational-leadership-9879
Education & Teaching Courses,Introduction To Learning Analytics,English,https://www.classcentral.com/course/swayam-introduction-to-learning-analytics-14137
Education & Teaching Courses,TALE 2: Course Design and Instruction of Engineering Course,English,https://www.classcentral.com/course/swayam-tale-2-course-design-and-instruction-of-engineering-course-14320
Education & Teaching Courses,Teaching And Learning in General Programs: TALG,English,https://www.classcentral.com/course/swayam-teaching-and-learning-in-general-programs-talg-14321
Science Courses,Introduction to Polymer Physics,English,https://www.classcentral.com/course/swayam-introduction-to-polymer-physics-14159
Science Courses,Introduction to Proteogenomics,English,https://www.classcentral.com/course/swayam-introduction-to-proteogenomics-14161
Science Courses,Physics of Turbulence,English,https://www.classcentral.com/course/swayam-physics-of-turbulence-14233
Science Courses,Plant Physiology,English,https://www.classcentral.com/course/swayam-plant-physiology-14237
Computer Science Courses,Future of Computing - IBM Power 9 and beyond,English,https://www.classcentral.com/course/openhpi-future-of-computing-ibm-power-9-and-beyond-13386
Computer Science Courses,Microsoft Professional Capstone : Cloud Administration,English,https://www.classcentral.com/course/edx-microsoft-professional-capstone-cloud-administration-9355
Computer Science Courses,Secure and Private AI,English,https://www.classcentral.com/course/udacity-secure-and-private-ai-13642
Computer Science Courses,Introduction to Kubernetes,English,https://www.classcentral.com/course/edx-introduction-to-kubernetes-8764
Computer Science Courses,"Portfolio Management, Governance, & the PMO",English,https://www.classcentral.com/course/edx-portfolio-management-governance-the-pmo-8590
Computer Science Courses,Aplicaciones de la Teoría de Grafos a la vida real II,English,https://www.classcentral.com/course/edx-aplicaciones-de-la-teoria-de-grafos-a-la-vida-real-ii-4488
Engineering Courses,Sustainable Materials and Green Buildings,English,https://www.classcentral.com/course/swayam-sustainable-materials-and-green-buildings-14316
Engineering Courses,Phase Equilibrium Thermodynamics,English,https://www.classcentral.com/course/swayam-phase-equilibrium-thermodynamics-14231
Engineering Courses,Plastic Working Of Metallic Materials,English,https://www.classcentral.com/course/swayam-plastic-working-of-metallic-materials-14239
Engineering Courses,Power Electronics,English,https://www.classcentral.com/course/swayam-power-electronics-14242
Engineering Courses,Power System Analysis,English,https://www.classcentral.com/course/swayam-power-system-analysis-14243
Engineering Courses,Principles Of Downstream Techniques In Bioprocess,English,https://www.classcentral.com/course/swayam-principles-of-downstream-techniques-in-bioprocess-14245
Social Sciences Courses,Economic Growth and Distributive Justice,English,https://www.classcentral.com/course/ecojustice-3155
Social Sciences Courses,Microeconomics Principles,English,https://www.classcentral.com/course/microecon-436
Social Sciences Courses,International Human Rights Law: Prospects and Challenges,English,https://www.classcentral.com/course/intlhumanrightslaw-1771
Social Sciences Courses,"Regions, EU Institutions and Policy-Making",English,https://www.classcentral.com/course/iversity-regions-eu-institutions-and-policy-making-4015
Social Sciences Courses,TechniCity,English,https://www.classcentral.com/course/techcity-591
Social Sciences Courses,FIRST! Understanding New Hampshire's Presidential Primary,English,https://www.classcentral.com/course/canvas-network-first-understanding-new-hampshire-s-presidential-primary-3629
Education & Teaching Courses,Designing learner-centric e-learning in STEM disciplines,English,https://www.classcentral.com/course/swayam-designing-learner-centric-e-learning-in-stem-disciplines-13999
Education & Teaching Courses,Intervention and Teaching Strategies for Visually Impaired,English,https://www.classcentral.com/course/swayam-intervention-and-teaching-strategies-for-visually-impaired-14136
Education & Teaching Courses,Content-based Instruction (HE),English,https://www.classcentral.com/course/canvas-network-content-based-instruction-he-12881
Education & Teaching Courses,Basic Concepts in Education,English,https://www.classcentral.com/course/swayam-basic-concepts-in-education-13907
Education & Teaching Courses,The Museum as a Site and Source for Learning,English,https://www.classcentral.com/course/museum-learning-11059
Education & Teaching Courses,How to survive the first weeks at ATGM (Avans),English,https://www.classcentral.com/course/canvas-network-how-to-survive-the-first-weeks-at-atgm-avans-9151
Computer Science Courses,Autonomous Mobile Robots,English,https://www.classcentral.com/course/edx-autonomous-mobile-robots-1564
Computer Science Courses,Health Informatics: A Current and Historical Perspective,English,https://www.classcentral.com/course/edx-health-informatics-a-current-and-historical-perspective-13541
Computer Science Courses,Health Informatics: Data and Interoperability Standards,English,https://www.classcentral.com/course/edx-health-informatics-data-and-interoperability-standards-13542
Engineering Courses,Principles and Techniques of Modern Radar Systems,English,https://www.classcentral.com/course/swayam-principles-and-techniques-of-modern-radar-systems-14247
Engineering Courses,Introduction to Mechanobiology,English,https://www.classcentral.com/course/swayam-introduction-to-mechanobiology-14157
Engineering Courses,Introduction to Polymer Physics,English,https://www.classcentral.com/course/swayam-introduction-to-polymer-physics-14159
Engineering Courses,Introduction to Proteogenomics,English,https://www.classcentral.com/course/swayam-introduction-to-proteogenomics-14161
Engineering Courses,Introduction to Rocket Propulsion,English,https://www.classcentral.com/course/swayam-introduction-to-rocket-propulsion-14164
Engineering Courses,Introduction to Smart Grid,English,https://www.classcentral.com/course/swayam-introduction-to-smart-grid-14165
Engineering Courses,Introduction to Wireless and Cellular Communications,English,https://www.classcentral.com/course/swayam-introduction-to-wireless-and-cellular-communications-14166
Social Sciences Courses,Legal Risk Management Strategies for Multinational Enterprises,English,https://www.classcentral.com/course/edx-legal-risk-management-strategies-for-multinational-enterprises-3500
Social Sciences Courses,Basics of Energy Sustainability,English,https://www.classcentral.com/course/edx-basics-of-energy-sustainability-2682
Social Sciences Courses,"The Past, Present, and Future of the Federal Reserve",English,https://www.classcentral.com/course/independent-the-past-present-and-future-of-the-federal-reserve-3391
Social Sciences Courses,Corporate Social Responsibility: New Market Conditions,English,https://www.classcentral.com/course/canvas-network-corporate-social-responsibility-new-market-conditions-4801
Social Sciences Courses,"Sustainability, Society and You",English,https://www.classcentral.com/course/sustainability-society-and-you-1258
Social Sciences Courses,Engaging India,English,https://www.classcentral.com/course/edx-engaging-india-1599
Education & Teaching Courses,Accreditation and Outcome based Learning,English,https://www.classcentral.com/course/swayam-accreditation-and-outcome-based-learning-13882
Education & Teaching Courses,"Academic Integrity: Values, Skills, Action ",English,https://www.classcentral.com/course/academic-integrity-2131
Education & Teaching Courses,Blended Learning Essentials: Getting Started,English,https://www.classcentral.com/course/blended-learning-getting-started-4045
Education & Teaching Courses,Developing Expert Educators for Healthcare Professions,English,https://www.classcentral.com/course/from-philosophy-to-practice-14368
Education & Teaching Courses,College Math Foundations,English,https://www.classcentral.com/course/desire2learn-college-math-foundations-17132
Education & Teaching Courses,Teaching English to Young Learners (K-12),English,https://www.classcentral.com/course/canvas-network-teaching-english-to-young-learners-k-12-13296
Engineering Courses,Irrigation and Drainage,English,https://www.classcentral.com/course/swayam-irrigation-and-drainage-14171
Engineering Courses,Linear System Theory,English,https://www.classcentral.com/course/swayam-linear-system-theory-14175
Engineering Courses,Manufacturing Automation,English,https://www.classcentral.com/course/swayam-manufacturing-automation-14180
Engineering Courses,Mapping Signal Processing Algorithms to Architectures,English,https://www.classcentral.com/course/swayam-mapping-signal-processing-algorithms-to-architectures-14183
Engineering Courses,Mass Transfer Operations II,English,https://www.classcentral.com/course/swayam-mass-transfer-operations-ii-14186
Engineering Courses,Mathematical Modeling Of Manufacturing Processes,English,https://www.classcentral.com/course/swayam-mathematical-modeling-of-manufacturing-processes-14190
Engineering Courses,Matrix Method of Structural Analysis,English,https://www.classcentral.com/course/swayam-matrix-method-of-structural-analysis-14192
Social Sciences Courses,Global Affairs Final Project,English,https://www.classcentral.com/course/globalaffairsfinal-3150
Social Sciences Courses,"The European Union integration: history, culture, political economy and key institutions",English,https://www.classcentral.com/course/eu-integration-4471
Social Sciences Courses,Principles of Obesity Economics,English,https://www.classcentral.com/course/obesityecon-387
Social Sciences Courses,Introduction to Sociology,English,https://www.classcentral.com/course/soc101-354
Social Sciences Courses,Why We Need Psychology,English,https://www.classcentral.com/course/needpsych-541
Social Sciences Courses,Big Data for Smart Cities,English,https://www.classcentral.com/course/edx-big-data-for-smart-cities-6323
Education & Teaching Courses,Educational Leadership: Working for Good,English,https://www.classcentral.com/course/educational-leadership-working-for-good-14501
Education & Teaching Courses,"The Unbundled University, the Market and Digital Technology",English,https://www.classcentral.com/course/the-unbundled-university-13114
Engineering Courses,Mechanical Unit Operations,English,https://www.classcentral.com/course/swayam-mechanical-unit-operations-14193
Engineering Courses,Microelectronics: Devices To Circuits,English,https://www.classcentral.com/course/swayam-microelectronics-devices-to-circuits-14198
Engineering Courses,Microwave Engineering,English,https://www.classcentral.com/course/swayam-microwave-engineering-14199
Engineering Courses,Switching Circuits and Logic Design,English,https://www.classcentral.com/course/swayam-switching-circuits-and-logic-design-14318
Social Sciences Courses,Ec1101x: Principles of Economics with Calculus,English,https://www.classcentral.com/course/edx-ec1101x-principles-of-economics-with-calculus-2914
Social Sciences Courses,Iowa Presidential Caucuses,English,https://www.classcentral.com/course/canvas-network-iowa-presidential-caucuses-3374
Social Sciences Courses,Indigenous Studies: Australia and New Zealand,English,https://www.classcentral.com/course/open2study-indigenous-studies-australia-and-new-zealand-1472
Social Sciences Courses,"American Prophet: The Inner Life and Global Vision of Martin Luther King, Jr.",English,https://www.classcentral.com/course/stanford-openedx-american-prophet-the-inner-life-and-global-vision-of-martin-luther-king-jr-5691
Engineering Courses,System Design for Sustainability,English,https://www.classcentral.com/course/swayam-system-design-for-sustainability-14319
Engineering Courses,TALE 2: Course Design and Instruction of Engineering Course,English,https://www.classcentral.com/course/swayam-tale-2-course-design-and-instruction-of-engineering-course-14320
Engineering Courses,Technologies For Clean And Renewable Energy Production,English,https://www.classcentral.com/course/swayam-technologies-for-clean-and-renewable-energy-production-14323
Engineering Courses,Textile Finishing,English,https://www.classcentral.com/course/swayam-textile-finishing-14326
Engineering Courses,Theoretical Mechanics,English,https://www.classcentral.com/course/swayam-theoretical-mechanics-14332
Engineering Courses,Thermal Operations in Food Process Engineering: Theory and Applications,English,https://www.classcentral.com/course/swayam-thermal-operations-in-food-process-engineering-theory-and-applications-14333
Engineering Courses,Thermal Processing of Foods,English,https://www.classcentral.com/course/swayam-thermal-processing-of-foods-14334
Engineering Courses,Thermo-Mechanical And Thermo-Chemical Processes,English,https://www.classcentral.com/course/swayam-thermo-mechanical-and-thermo-chemical-processes-14335
Engineering Courses,Digital Circuits,English,https://www.classcentral.com/course/swayam-digital-circuits-14004
Engineering Courses,Digital Image Processing,English,https://www.classcentral.com/course/swayam-digital-image-processing-14005
Engineering Courses,Digital Signal Processing,English,https://www.classcentral.com/course/swayam-digital-signal-processing-14007
Engineering Courses,Drug Delivery: Principles and Engineering,English,https://www.classcentral.com/course/swayam-drug-delivery-principles-and-engineering-14015
Engineering Courses,Dynamic Behaviour of Materials,English,https://www.classcentral.com/course/swayam-dynamic-behaviour-of-materials-14016
Engineering Courses,"Design for Quality, Manufacturing and Assembly",English,https://www.classcentral.com/course/swayam-design-for-quality-manufacturing-and-assembly-13993
Engineering Courses,Design of Masonry Structures,English,https://www.classcentral.com/course/swayam-design-of-masonry-structures-13994
Engineering Courses,Design of Reinforced Concrete Structures,English,https://www.classcentral.com/course/swayam-design-of-reinforced-concrete-structures-13995
Engineering Courses,Design of steel structures,English,https://www.classcentral.com/course/swayam-design-of-steel-structures-13997
Engineering Courses,Industrial Biotechnology,English,https://www.classcentral.com/course/swayam-industrial-biotechnology-14122
Humanities Courses,Academic Writing Made Easy,English,https://www.classcentral.com/course/edx-academic-writing-made-easy-13157
Humanities Courses,Japanese Culture Through Rare Books,English,https://www.classcentral.com/course/japanese-rare-books-culture-6264
Humanities Courses,Early Modern Scottish Palaeography: Reading Scotland's Records,English,https://www.classcentral.com/course/ems-palaeography-8751
Humanities Courses,A Question of Time: How We Date Human Evolution,English,https://www.classcentral.com/course/human-fossils-11707
Humanities Courses,Study UK: Prepare to Study and Live in the UK,English,https://www.classcentral.com/course/prepare-to-study-uk-11784
Humanities Courses,Ships (Part 2),English,https://www.classcentral.com/course/france-universite-numerique-ships-part-2-16937
Humanities Courses,Steps in Japanese for Beginners1 Part1,English,https://www.classcentral.com/course/edx-steps-in-japanese-for-beginners1-part1-16922
Humanities Courses,Why Research Matters,English,https://www.classcentral.com/course/why-research-matters-9525
Humanities Courses,Spanish for Beginners 6: Out and About,English,https://www.classcentral.com/course/spanish-for-beginners-6-6666
Humanities Courses,Italian for Beginners 6: Out And About,English,https://www.classcentral.com/course/italian-for-beginners-6-6836
Humanities Courses,The History of the Book in the Early Modern Period: 1450 to 1800,English,https://www.classcentral.com/course/history-of-the-book-16996
Humanities Courses,Irish 103: An Introduction to Irish Language and Culture,English,https://www.classcentral.com/course/irish-language-3-11060
Humanities Courses,How To Make A Poem,English,https://www.classcentral.com/course/how-to-make-a-poem-10516
Humanities Courses,Sino-Japanese Interactions  Through Rare Books,English,https://www.classcentral.com/course/japanese-rare-books-sino-7639
Humanities Courses,Why Ethics Matter: Ethical Research,English,https://www.classcentral.com/course/ethics-research-10777
Humanities Courses,A-level Study Boost: Unseen Poetry and the Creative Process,English,https://www.classcentral.com/course/a-level-study-unseen-poetry-17077
Humanities Courses,Explorations in Confucian Philosophy,English,https://www.classcentral.com/course/ntucp-3281
Humanities Courses,Matter and Mind: A Philosophical Understanding,English,https://www.classcentral.com/course/matter-mind-philosophy-11311
Science Courses,Mechanisms in Organic Chemistry,English,https://www.classcentral.com/course/swayam-mechanisms-in-organic-chemistry-14194
Science Courses,Metals In Biology,English,https://www.classcentral.com/course/swayam-metals-in-biology-14196
Science Courses,Thermo-Mechanical And Thermo-Chemical Processes,English,https://www.classcentral.com/course/swayam-thermo-mechanical-and-thermo-chemical-processes-14335
Science Courses,Thermodynamics: classical to statistical,English,https://www.classcentral.com/course/swayam-thermodynamics-classical-to-statistical-14336
Science Courses,Drug Delivery: Principles and Engineering,English,https://www.classcentral.com/course/swayam-drug-delivery-principles-and-engineering-14015
Science Courses,Industrial Biotechnology,English,https://www.classcentral.com/course/swayam-industrial-biotechnology-14122
Science Courses,Infrared Spectroscopy for Pollution Monitoring,English,https://www.classcentral.com/course/swayam-infrared-spectroscopy-for-pollution-monitoring-14126
Science Courses,Chemical Crystallography,English,https://www.classcentral.com/course/swayam-chemical-crystallography-13940
Science Courses,Chemical Process Intensification,English,https://www.classcentral.com/course/swayam-chemical-process-intensification-13941
Science Courses,Chemical Process Safety,English,https://www.classcentral.com/course/swayam-chemical-process-safety-13942
Science Courses,Computational Physics,English,https://www.classcentral.com/course/swayam-computational-physics-13948
Science Courses,Computer Aided Drug Design,English,https://www.classcentral.com/course/swayam-computer-aided-drug-design-13949
Science Courses,Flow through porous media,English,https://www.classcentral.com/course/swayam-flow-through-porous-media-14057
Science Courses,Fluid and Particle Mechanics,English,https://www.classcentral.com/course/swayam-fluid-and-particle-mechanics-14059
Science Courses,Genetic Engineering: Theory and Application,English,https://www.classcentral.com/course/swayam-genetic-engineering-theory-and-application-14090
Science Courses,Coordination Chemistry,English,https://www.classcentral.com/course/swayam-coordination-chemistry-13964
Science Courses,Dairy and Food process and products technology,English,https://www.classcentral.com/course/swayam-dairy-and-food-process-and-products-technology-13980
Science Courses,Food Science & Processing,English,https://www.classcentral.com/course/swayam-food-science-processing-14065
Science Courses,Biochemistry & Molecular Biology,English,https://www.classcentral.com/course/swayam-biochemistry-molecular-biology-13914
Science Courses,Plant Physiology and Plant Tissue Culture,English,https://www.classcentral.com/course/swayam-plant-physiology-and-plant-tissue-culture-14238
Science Courses,Environmental Studies,English,https://www.classcentral.com/course/swayam-environmental-studies-14042
Science Courses,The Science Behind Forensic Science,English,https://www.classcentral.com/course/science-behind-forensic-science-11765
Science Courses,GEOLOGY - GEOCHEMISTRY,English,https://www.classcentral.com/course/swayam-geology-geochemistry-14083
Science Courses,Introduction to Proteomics,English,https://www.classcentral.com/course/swayam-introduction-to-proteomics-7910
Science Courses,Functional Genomics,English,https://www.classcentral.com/course/swayam-functional-genomics-7920
Science Courses,An Introduction to Materials: Nature and Properties (Part 1: Structure of Materials),English,https://www.classcentral.com/course/swayam-an-introduction-to-materials-nature-and-properties-part-1-structure-of-materials-9819
Science Courses,Invisible Worlds: Understanding the Natural Environment,English,https://www.classcentral.com/course/invisible-worlds-13812
Science Courses,Bioinorganic Chemistry,English,https://www.classcentral.com/course/swayam-bioinorganic-chemistry-13916
Science Courses,Biomedical nanotechnology,English,https://www.classcentral.com/course/swayam-biomedical-nanotechnology-13921
Science Courses,Biomicrofluidics,English,https://www.classcentral.com/course/swayam-biomicrofluidics-13923
Science Courses,Introduction To Statistical Mechanics,English,https://www.classcentral.com/course/swayam-introduction-to-statistical-mechanics-14140
Science Courses,Nanotechnology in Agriculture,English,https://www.classcentral.com/course/swayam-nanotechnology-in-agriculture-14205
Science Courses,Numerical Methods And Simulation Techniques for Scientists and Engineers,English,https://www.classcentral.com/course/swayam-numerical-methods-and-simulation-techniques-for-scientists-and-engineers-14212
Science Courses,Plant Cell Bioprocessing,English,https://www.classcentral.com/course/swayam-plant-cell-bioprocessing-14234
Science Courses,Plant Developmental Biology,English,https://www.classcentral.com/course/swayam-plant-developmental-biology-14235
Science Courses,Introductory Organic Chemistry I,English,https://www.classcentral.com/course/swayam-introductory-organic-chemistry-i-14169
Science Courses,Tissue engineering,English,https://www.classcentral.com/course/swayam-tissue-engineering-14337
Science Courses,Geomorphic Processes: Landforms and Landscapes,English,https://www.classcentral.com/course/swayam-geomorphic-processes-landforms-and-landscapes-14093
Science Courses,Corrosion - Part II,English,https://www.classcentral.com/course/swayam-corrosion-part-ii-13967
Science Courses,Clinical Bioinformatics: Unlocking Genomics in Healthcare,English,https://www.classcentral.com/course/bioinformatics-5661
Science Courses,Causes of Climate Change,English,https://www.classcentral.com/course/causes-of-climate-change-3713
Science Courses,Hurricane Tracking with Satellite Data,English,https://www.classcentral.com/course/hurricane-tracking-satellite-data-13834
Social Sciences Courses,Patent Law & Policy,English,https://www.classcentral.com/course/independent-patent-law-policy-3392
Science Courses,The Impact of Climate Change on Public Health,English,https://www.classcentral.com/course/impact-climate-change-public-health-13081
Science Courses,Genomic Technologies in Clinical Diagnostics: Molecular Techniques,English,https://www.classcentral.com/course/molecular-techniques-6338
Science Courses,Bacterial Genomes: From DNA to Protein Function Using Bioinformatics,English,https://www.classcentral.com/course/bacterial-genomes-bioinformatics-11201
Science Courses,Introduction to Ecosystems,English,https://www.classcentral.com/course/futurelearn-introduction-to-ecosystems-1255
Science Courses,"Good Brain, Bad Brain: Basics",English,https://www.classcentral.com/course/good-brain-bad-brain-basics-1444
Social Sciences Courses,Risk and Opportunity: Managing Risk for Development,English,https://www.classcentral.com/course/managerisk-2015
Social Sciences Courses,Deciphering Secrets: Unlocking the Manuscripts of Medieval Spain,English,https://www.classcentral.com/course/medievalspain-2017
Social Sciences Courses,Africa: Sustainable Development for All?,English,https://www.classcentral.com/course/futurelearn-africa-sustainable-development-for-all-3415
Social Sciences Courses,Engaging Citizens: A Game Changer for Development? The World Bank,English,https://www.classcentral.com/course/engagecitizen-2989
Science Courses,Introduction to Forensic Science,English,https://www.classcentral.com/course/introduction-to-forensic-science-1256
Science Courses,Quantum Mechanics for Scientists and Engineers,English,https://www.classcentral.com/course/stanford-openedx-quantum-mechanics-for-scientists-and-engineers-1185
Science Courses,Introduction to Complexity,English,https://www.classcentral.com/course/complexity-explorer-introduction-to-complexity-557
Social Sciences Courses,"Our Green City: Global challenges, Bristol solutions",English,https://www.classcentral.com/course/open-education-by-blackboard-our-green-city-global-challenges-bristol-solutions-4133
Social Sciences Courses,"Investigative Concepts: FBI Major Case #203 ""Pizza Bomber""",English,https://www.classcentral.com/course/canvas-network-investigative-concepts-fbi-major-case-203-pizza-bomber-1140
Social Sciences Courses,Why Do People Migrate? Part 1: Facts,English,https://www.classcentral.com/course/iversity-why-do-people-migrate-part-1-facts-5396
Social Sciences Courses,Why Do People Migrate? Part 2: Theories,English,https://www.classcentral.com/course/iversity-why-do-people-migrate-part-2-theories-5397
Social Sciences Courses,Workers' Rights in a Global Economy,English,https://www.classcentral.com/course/iversity-workers-rights-in-a-global-economy-3368
Social Sciences Courses,Legal Compliance for Incorporating Startup,English,https://www.classcentral.com/course/swayam-legal-compliance-for-incorporating-startup-5773
Social Sciences Courses,Technology Transfer through Joint Venture,English,https://www.classcentral.com/course/swayam-technology-transfer-through-joint-venture-5774
Social Sciences Courses,Understanding the Federal Reserve,English,https://www.classcentral.com/course/edx-understanding-the-federal-reserve-3604
Social Sciences Courses,Country Level Economics: Part 2,English,https://www.classcentral.com/course/country-level-economics-2-5248
Engineering Courses,Industrial Safety Engineering,English,https://www.classcentral.com/course/swayam-industrial-safety-engineering-14124
Social Sciences Courses,Scotland and Wales Vote 2016: Understanding the Devolved Elections,English,https://www.classcentral.com/course/futurelearn-scotland-and-wales-vote-2016-understanding-the-devolved-elections-4891
Social Sciences Courses,The Road to the White House: The Republican and Democratic National Party Conventions Explained and Analyzed,English,https://www.classcentral.com/course/open-education-by-blackboard-the-road-to-the-white-house-the-republican-and-democratic-national-party-conventions-explained-and-analyzed-6485
Social Sciences Courses,Remain or Leave? A MOOC on the UK Referendum on EU Membership,English,https://www.classcentral.com/course/open-education-by-blackboard-remain-or-leave-a-mooc-on-the-uk-referendum-on-eu-membership-6152
Social Sciences Courses,Unlocking Film Rights: Understanding UK Copyright,English,https://www.classcentral.com/course/futurelearn-unlocking-film-rights-understanding-uk-copyright-5160
Engineering Courses,Infrared Spectroscopy for Pollution Monitoring,English,https://www.classcentral.com/course/swayam-infrared-spectroscopy-for-pollution-monitoring-14126
Engineering Courses,Chemical Process Intensification,English,https://www.classcentral.com/course/swayam-chemical-process-intensification-13941
Engineering Courses,Chemical Process Safety,English,https://www.classcentral.com/course/swayam-chemical-process-safety-13942
Social Sciences Courses,Towards Brexit? The UK's EU Referendum,English,https://www.classcentral.com/course/futurelearn-towards-brexit-the-uk-s-eu-referendum-6302
Social Sciences Courses,FSSCPx: Food Security and Sustainability: Crop production,English,https://www.classcentral.com/course/edx-fsscpx-food-security-and-sustainability-crop-production-6456
Social Sciences Courses,Why the European Union? A Brief History of European Integration,English,https://www.classcentral.com/course/why-europe-5389
Social Sciences Courses,Health in Smart Cities,English,https://www.classcentral.com/course/edx-health-in-smart-cities-6588
Engineering Courses,Chemical Reaction Engineering-I,English,https://www.classcentral.com/course/swayam-chemical-reaction-engineering-i-13943
Engineering Courses,Computational Electromagnetics,English,https://www.classcentral.com/course/swayam-computational-electromagnetics-13947
Engineering Courses,Computer Aided Drug Design,English,https://www.classcentral.com/course/swayam-computer-aided-drug-design-13949
Engineering Courses,Concrete Technology,English,https://www.classcentral.com/course/swayam-concrete-technology-13955
